This notepad takes measurements from the generator and then the loadCR going from 1ohm to 31 by 0.3 increments
Time,TimeLoop, counter, R set, Vm, Im, Rm
0.019234657287597656,0.019234657287597656,0,1,5.38,0.004,1345.0
2.027787685394287,0.0018074512481689453,1,1.03,5.39,0.001,5390.0
4.0415732860565186,0.010187387466430664,2,1.06,5.39,0.001,5390.0
6.054443836212158,0.001962423324584961,3,1.09,5.39,0.002,2695.0
8.071934461593628,0.001984119415283203,4,1.12,5.39,0.002,2695.0
10.125169277191162,0.02207660675048828,5,1.1500000000000001,5.39,0.002,2695.0
12.136790752410889,0.00238800048828125,6,1.1800000000000002,5.39,0.001,5390.0
14.185791969299316,0.034810781478881836,7,1.2100000000000002,5.39,0.001,5390.0
16.202248096466064,0.0020008087158203125,8,1.2400000000000002,5.39,0.002,2695.0
18.264039993286133,0.029858112335205078,9,1.2700000000000002,5.39,0.002,2695.0
20.26858687400818,0.001775503158569336,10,1.3000000000000003,5.39,0.002,2695.0
22.324212074279785,0.0368959903717041,11,1.3300000000000003,5.39,0.001,5390.0
24.335964679718018,0.0020194053649902344,12,1.3600000000000003,5.39,0.002,2695.0
26.40265393257141,0.037721872329711914,13,1.3900000000000003,5.38,0.001,5380.0
28.418155670166016,0.010296106338500977,14,1.4200000000000004,2.3,1.562,1.4724711907810497
30.433416843414307,0.007347822189331055,15,1.4500000000000004,2.33,1.552,1.5012886597938144
32.44571375846863,0.0024089813232421875,16,1.4800000000000004,2.38,1.552,1.5335051546391751
34.465020179748535,0.002521991729736328,17,1.5100000000000005,2.42,1.552,1.559278350515464
36.52710843086243,0.033440589904785156,18,1.5400000000000005,2.47,1.552,1.5914948453608249
38.54379725456238,0.002021312713623047,19,1.5700000000000005,2.51,1.552,1.6172680412371132
40.566041469573975,0.00775456428527832,20,1.6000000000000005,2.56,1.552,1.6494845360824741
42.57692551612854,0.002520322799682617,21,1.6300000000000006,2.6,1.552,1.675257731958763
44.61001896858215,0.002048015594482422,22,1.6600000000000006,2.65,1.552,1.7074742268041236
46.65092134475708,0.026936054229736328,23,1.6900000000000006,2.7,1.552,1.7396907216494846
48.661271810531616,0.002758502960205078,24,1.7200000000000006,2.75,1.552,1.7719072164948453
50.71120476722717,0.021649837493896484,25,1.7500000000000007,2.79,1.552,1.797680412371134
52.722090005874634,0.0019855499267578125,26,1.7800000000000007,2.84,1.552,1.8298969072164948
54.7714786529541,0.033704519271850586,27,1.8100000000000007,2.89,1.552,1.8621134020618557
56.78578805923462,0.002272367477416992,28,1.8400000000000007,2.93,1.552,1.8878865979381443
58.79786443710327,0.010994672775268555,29,1.8700000000000008,2.98,1.552,1.920103092783505
60.82194447517395,0.0019843578338623047,30,1.9000000000000008,3.03,1.552,1.9523195876288657
62.862773180007935,0.01143503189086914,31,1.9300000000000008,3.07,1.552,1.9780927835051545
64.86897563934326,0.002332925796508789,32,1.9600000000000009,3.12,1.552,2.0103092783505154
66.90190052986145,0.0025610923767089844,33,1.9900000000000009,3.17,1.552,2.042525773195876
68.93877577781677,0.008888006210327148,34,2.020000000000001,3.21,1.552,2.0682989690721647
70.94903182983398,0.0022568702697753906,35,2.0500000000000007,3.26,1.552,2.1005154639175254
72.99867749214172,0.03635287284851074,36,2.0800000000000005,3.31,1.552,2.1327319587628866
75.01085686683655,0.002446889877319336,37,2.1100000000000003,3.35,1.552,2.158505154639175
77.03514742851257,0.009940624237060547,38,2.14,3.4,1.552,2.190721649484536
