This notepad takes measurements from the generator and then the loadCR going from 1ohm to 31 by 0.3 increments
Time,TimeLoop, counter, R set, Vm, Im, Rm
79.04438400268555,0.00273895263671875,39,2.17,3.44,1.552,2.216494845360825
81.06029200553894,0.0019850730895996094,40,2.1999999999999997,3.49,1.552,2.2487113402061856
83.08470153808594,0.008432149887084961,41,2.2299999999999995,3.54,1.552,2.2809278350515463
85.09294128417969,0.0019829273223876953,42,2.2599999999999993,3.58,1.552,2.306701030927835
87.10821342468262,0.0025167465209960938,43,2.289999999999999,3.63,1.552,2.3389175257731956
89.14178347587585,0.016034841537475586,44,2.319999999999999,3.67,1.552,2.3646907216494846
91.17263722419739,0.016902923583984375,45,2.3499999999999988,3.7,1.542,2.3994811932555122
93.18932890892029,0.002269744873046875,46,2.3799999999999986,3.74,1.542,2.4254215304798965
95.21644949913025,0.010163307189941406,47,2.4099999999999984,3.79,1.542,2.4578469520103763
97.22707390785217,0.0025131702423095703,48,2.439999999999998,3.84,1.542,2.490272373540856
99.26333165168762,0.0027875900268554688,49,2.469999999999998,3.89,1.542,2.522697795071336
101.29666137695312,0.014698028564453125,50,2.499999999999998,3.93,1.542,2.5486381322957197
103.31600570678711,0.0024628639221191406,51,2.5299999999999976,3.98,1.542,2.5810635538261995
105.35701990127563,0.013145208358764648,52,2.5599999999999974,4.02,1.542,2.6070038910505833
107.36209464073181,0.0022084712982177734,53,2.589999999999997,4.07,1.542,2.6394293125810635
109.41722869873047,0.023897886276245117,54,2.619999999999997,4.11,1.542,2.6653696498054478
111.42876935005188,0.0019860267639160156,55,2.649999999999997,4.16,1.542,2.6977950713359276
113.4521996974945,0.00817728042602539,56,2.6799999999999966,4.21,1.542,2.7302204928664073
115.47979235649109,0.002028942108154297,57,2.7099999999999964,4.25,1.542,2.756160830090791
117.51542115211487,0.006449460983276367,58,2.739999999999996,4.3,1.542,2.788586251621271
119.54166388511658,0.017130613327026367,59,2.769999999999996,4.34,1.542,2.8145265888456548
121.56822299957275,0.010205268859863281,60,2.799999999999996,4.39,1.542,2.8469520103761345
123.60152959823608,0.025455951690673828,61,2.8299999999999956,4.41,1.532,2.878590078328982
125.6138710975647,0.0025048255920410156,62,2.8599999999999954,4.46,1.532,2.911227154046997
127.655202627182,0.011286497116088867,63,2.8899999999999952,4.5,1.532,2.93733681462141
129.66567134857178,0.005916118621826172,64,2.919999999999995,4.54,1.532,2.9634464751958225
131.6999955177307,0.0022521018981933594,65,2.949999999999995,4.59,1.532,2.996083550913838
133.7234251499176,0.0064504146575927734,66,2.9799999999999947,4.64,1.532,3.0287206266318534
135.76009249687195,0.009535551071166992,67,3.0099999999999945,4.68,1.532,3.0548302872062663
137.77239775657654,0.0024940967559814453,68,3.0399999999999943,4.7,1.522,3.088042049934297
139.80779671669006,0.001967191696166992,69,3.069999999999994,4.74,1.522,3.114323258869908
141.81151604652405,0.0022902488708496094,70,3.099999999999994,4.79,1.522,3.1471747700394217
143.84215140342712,0.015446186065673828,71,3.1299999999999937,4.84,1.522,3.1800262812089355
145.87078261375427,0.027497529983520508,72,3.1599999999999935,4.88,1.522,3.2063074901445465
147.88808250427246,0.010161399841308594,73,3.1899999999999933,4.88,1.508,3.236074270557029
149.906263589859,0.010450601577758789,74,3.219999999999993,4.89,1.498,3.264352469959946
151.9171028137207,0.005385875701904297,75,3.249999999999993,4.89,1.48,3.304054054054054
153.93909287452698,0.010298490524291992,76,3.2799999999999927,4.88,1.469,3.3219877467665078
155.95618963241577,0.008483171463012695,77,3.3099999999999925,4.89,1.458,3.353909465020576
157.97533893585205,0.01005697250366211,78,3.3399999999999923,4.9,1.445,3.3910034602076125
159.98355960845947,0.001924753189086914,79,3.369999999999992,4.9,1.436,3.412256267409471
162.04106497764587,0.028603792190551758,80,3.399999999999992,4.9,1.424,3.4410112359550564
164.05809879302979,0.010353326797485352,81,3.4299999999999917,4.91,1.411,3.479801559177888
166.0699429512024,0.001984119415283203,82,3.4599999999999915,4.92,1.402,3.509272467902996
168.08712792396545,0.003358602523803711,83,3.4899999999999913,4.92,1.39,3.539568345323741
170.1277174949646,0.010178565979003906,84,3.519999999999991,4.91,1.378,3.5631349782293182
172.16551113128662,0.028568029403686523,85,3.549999999999991,4.93,1.369,3.601168736303871
174.1724784374237,0.001987457275390625,86,3.5799999999999907,4.93,1.357,3.633014001473839
176.19943356513977,0.010413408279418945,87,3.6099999999999905,4.93,1.346,3.6627043090638924
178.20604705810547,0.0022161006927490234,88,3.6399999999999904,4.93,1.338,3.684603886397608
180.22198295593262,0.0019791126251220703,89,3.66999999999999,4.94,1.328,3.7198795180722892
182.27792596817017,0.04427480697631836,90,3.69999999999999,4.94,1.317,3.7509491268033415
184.28178477287292,0.002296924591064453,91,3.7299999999999898,4.95,1.31,3.7786259541984735
186.28544211387634,0.0019838809967041016,92,3.7599999999999896,4.94,1.299,3.8029253271747505
188.3253026008606,0.03791546821594238,93,3.7899999999999894,4.95,1.29,3.8372093023255816
190.33941507339478,0.001984119415283203,94,3.819999999999989,4.96,1.282,3.8689547581903274
192.3773033618927,0.0221560001373291,95,3.849999999999989,4.96,1.272,3.89937106918239
194.3992509841919,0.010260343551635742,96,3.879999999999989,4.96,1.262,3.93026941362916
196.41070318222046,0.0024929046630859375,97,3.9099999999999886,4.97,1.255,3.960159362549801
198.42854833602905,0.002429962158203125,98,3.9399999999999884,4.96,1.246,3.980738362760835
200.44247436523438,0.002477884292602539,99,3.969999999999988,4.97,1.235,4.024291497975708
202.49178957939148,0.0321810245513916,100,3.999999999999988,4.97,1.227,4.050529747351263
