This notepad takes measurements from the generator and then the loadCR going from 1ohm to 31 by 0.3 increments
Time,TimeLoop, counter, R set, Vm, Im, Rm
0.001984834671020508,0.001984834671020508,0,1,5.38,0.001,5380.0
2.0222301483154297,0.009003639221191406,1,1.03,5.38,0.001,5380.0
4.034308195114136,0.002676248550415039,2,1.06,5.38,0.001,5380.0
6.051103115081787,0.0024013519287109375,3,1.09,5.38,0.001,5380.0
8.091861486434937,0.024324417114257812,4,1.12,5.38,0.001,5380.0
10.102489471435547,0.0025463104248046875,5,1.1500000000000001,5.38,0.001,5380.0
12.113520622253418,0.008804798126220703,6,1.1800000000000002,5.38,0.001,5380.0
14.123434782028198,0.0023174285888671875,7,1.2100000000000002,5.38,0.001,5380.0
16.145587682724,0.001986265182495117,8,1.2400000000000002,5.38,0.001,5380.0
18.179863452911377,0.020832061767578125,9,1.2700000000000002,5.38,0.001,5380.0
20.192262649536133,0.0020172595977783203,10,1.3000000000000003,5.38,0.001,5380.0
22.201294422149658,0.006827592849731445,11,1.3300000000000003,5.38,0.001,5380.0
24.22869634628296,0.0022821426391601562,12,1.3600000000000003,5.38,0.001,5380.0
26.247008085250854,0.0022668838500976562,13,1.3900000000000003,5.38,0.001,5380.0
28.293995141983032,0.015511274337768555,14,1.4200000000000004,2.31,1.561,1.4798206278026906
30.300128698349,0.002716541290283203,15,1.4500000000000004,2.34,1.552,1.5077319587628866
32.3124577999115,0.00989675521850586,16,1.4800000000000004,2.38,1.552,1.5335051546391751
34.3321692943573,0.00991964340209961,17,1.5100000000000005,2.43,1.552,1.565721649484536
36.346794843673706,0.002542257308959961,18,1.5400000000000005,2.48,1.552,1.5979381443298968
38.351269245147705,0.0021905899047851562,19,1.5700000000000005,2.52,1.552,1.6237113402061856
40.357728004455566,0.003954887390136719,20,1.6000000000000005,2.57,1.552,1.6559278350515463
42.38598108291626,0.0024824142456054688,21,1.6300000000000006,2.61,1.552,1.6817010309278349
44.4227979183197,0.008004426956176758,22,1.6600000000000006,2.66,1.552,1.713917525773196
46.452818393707275,0.002367258071899414,23,1.6900000000000006,2.71,1.552,1.7461340206185567
48.470372915267944,0.002454042434692383,24,1.7200000000000006,2.76,1.552,1.7783505154639174
50.52039933204651,0.019801855087280273,25,1.7500000000000007,2.8,1.552,1.804123711340206
52.539270639419556,0.002711057662963867,26,1.7800000000000007,2.85,1.552,1.836340206185567
54.56063723564148,0.006079435348510742,27,1.8100000000000007,2.89,1.552,1.8621134020618557
56.575053215026855,0.002749204635620117,28,1.8400000000000007,2.94,1.552,1.8943298969072164
58.610981464385986,0.002204418182373047,29,1.8700000000000008,2.99,1.552,1.9265463917525774
60.64499497413635,0.004923820495605469,30,1.9000000000000008,3.03,1.552,1.9523195876288657
62.65987253189087,0.0022492408752441406,31,1.9300000000000008,3.08,1.552,1.9845360824742269
64.70129108428955,0.00968313217163086,32,1.9600000000000009,3.13,1.552,2.0167525773195876
66.72890448570251,0.002718210220336914,33,1.9900000000000009,3.17,1.552,2.042525773195876
68.77191519737244,0.010472774505615234,34,2.020000000000001,3.22,1.552,2.0747422680412373
70.79793167114258,0.002808094024658203,35,2.0500000000000007,3.27,1.552,2.106958762886598
72.81369590759277,0.0019767284393310547,36,2.0800000000000005,3.32,1.552,2.1391752577319587
74.84742951393127,0.0019707679748535156,37,2.1100000000000003,3.36,1.552,2.1649484536082473
76.86741709709167,0.0024712085723876953,38,2.14,3.41,1.552,2.1971649484536084
78.92532896995544,0.023386001586914062,39,2.17,3.45,1.552,2.222938144329897
80.95142531394958,0.0017859935760498047,40,2.1999999999999997,3.5,1.552,2.2551546391752577
82.98574161529541,0.017616748809814453,41,2.2299999999999995,3.55,1.552,2.2873711340206184
85.00125861167908,0.0024776458740234375,42,2.2599999999999993,3.59,1.552,2.313144329896907
87.02555131912231,0.005114316940307617,43,2.289999999999999,3.64,1.552,2.345360824742268
89.04931282997131,0.009964704513549805,44,2.319999999999999,3.69,1.552,2.377577319587629
91.05920100212097,0.002772808074951172,45,2.3499999999999988,3.71,1.541,2.407527579493835
93.09202480316162,0.021383047103881836,46,2.3799999999999986,3.76,1.541,2.4399740428293315
95.10803270339966,0.0025365352630615234,47,2.4099999999999984,3.8,1.541,2.4659312134977287
97.13149309158325,0.008335351943969727,48,2.439999999999998,3.85,1.541,2.4983776768332255
99.1440544128418,0.0020253658294677734,49,2.469999999999998,3.89,1.541,2.5243348475016227
101.16234230995178,0.001768350601196289,50,2.499999999999998,3.94,1.541,2.5567813108371187
103.19822669029236,0.031542301177978516,51,2.5299999999999976,3.99,1.541,2.5892277741726155
105.2063217163086,0.0022199153900146484,52,2.5599999999999974,4.03,1.541,2.6151849448410127
107.22349262237549,0.010111093521118164,53,2.589999999999997,4.08,1.541,2.647631408176509
109.23430275917053,0.002477884292602539,54,2.619999999999997,4.13,1.541,2.680077871512005
